date,symbol,side,qty,entry,exit,pnl,strategy,notes
2026-03-30T15:11:00.000Z,DIS,LONG,109,103.44,105.08,178.76,Scalp,Counter-trend fade scalp
2026-03-30T15:19:04.000Z,ORCL,LONG,94,165.21,164.52,-64.86,Scalp,
2026-03-30T15:35:45.000Z,NVDA,LONG,65,203.95,206.63,174.2,Scalp,Opening drive scalp
2026-03-30T15:46:17.000Z,AAPL,SHORT,130,243.15,242.2,123.5,Scalp,Quick scalp
2026-03-30T16:24:15.000Z,MSFT,LONG,35,474.52,480.14,196.7,Breakout,Cup & handle breakout
2026-03-30T16:26:49.000Z,AMD,SHORT,325,150.14,153.05,-945.75,Breakout,
2026-03-30T16:53:27.000Z,JPM,LONG,154,248.22,246.96,-194.04,Earnings,Earnings beat
2026-03-30T17:12:57.000Z,UBER,LONG,115,77.12,76.63,-56.35,Breakout,Breakout retest hold
2026-03-30T17:17:27.000Z,JNJ,LONG,175,161.18,162.25,187.25,Trend Following,20EMA trend long
2026-03-30T17:33:14.000Z,AMZN,SHORT,84,213.51,216.3,-234.36,Scalp,Counter-trend fade scalp
2026-03-30T18:01:48.000Z,DIS,LONG,208,103.03,103.75,149.76,Trend Following,Index momentum continuation
2026-03-30T18:07:20.000Z,AVGO,SHORT,112,194.88,197.72,-318.08,Trend Following,Stopped below trend line
2026-03-30T18:30:24.000Z,UNH,LONG,73,515.53,510.28,-383.25,Trend Following,Stopped below trend line
2026-03-30T18:59:46.000Z,GOOGL,LONG,65,192.13,190.35,-115.7,Earnings,Post-earnings IV crush play
2026-03-30T19:12:46.000Z,IWM,LONG,93,244.21,247.13,271.56,Mean Reversion,
2026-03-30T19:14:56.000Z,COIN,LONG,159,255.18,263.89,1384.89,Mean Reversion,Oversold bounce
2026-03-30T19:21:26.000Z,COIN,LONG,106,255.73,253.78,-206.7,Scalp,
2026-03-31T13:44:50.000Z,MARA,SHORT,236,22.16,22.67,-120.36,Trend Following,
2026-03-31T14:01:26.000Z,BAC,SHORT,371,47.25,46.63,230.02,Mean Reversion,Oversold bounce
2026-03-31T14:35:57.000Z,MU,LONG,162,115.75,118.77,489.24,Mean Reversion,VWAP reversion
2026-03-31T14:37:31.000Z,AMD,LONG,149,149.1,151.32,330.78,Breakout,"Failed breakout, stopped"
2026-03-31T14:50:13.000Z,UBER,LONG,217,76.86,77.87,219.17,Scalp,Quick scalp
2026-03-31T15:13:12.000Z,NVDA,SHORT,180,201.54,200.26,230.4,Earnings,
2026-03-31T15:13:26.000Z,TSLA,SHORT,52,311.17,312.89,-89.44,Mean Reversion,
2026-03-31T15:18:46.000Z,BA,LONG,130,194.6,190.95,-474.5,Mean Reversion,
2026-03-31T15:22:37.000Z,DIS,LONG,266,103.31,105.18,497.42,Breakout,Cup & handle breakout
2026-03-31T15:27:02.000Z,AMD,SHORT,178,149.02,151.57,-453.9,Earnings,
2026-03-31T16:31:19.000Z,GOOGL,LONG,159,193.54,196.5,470.64,Breakout,Pre-market gap up clean breakout
2026-03-31T17:25:19.000Z,MARA,LONG,452,22.24,22.84,271.2,Mean Reversion,Oversold bounce
2026-03-31T17:38:43.000Z,AMD,LONG,351,149.79,153.61,1340.82,Mean Reversion,Fade gap up
2026-03-31T17:49:36.000Z,SPY,LONG,32,593.02,590.94,-66.56,Mean Reversion,Mean reversion short at resistance
2026-03-31T17:55:37.000Z,NVDA,LONG,52,202.87,204.65,92.56,Trend Following,VWAP reclaim long
2026-03-31T18:19:20.000Z,CRM,LONG,124,295.57,297.76,271.56,Mean Reversion,Oversold bounce
2026-03-31T18:26:53.000Z,XOM,LONG,353,115.4,116.62,430.66,Breakout,Bull flag continuation
2026-03-31T19:22:54.000Z,INTC,LONG,368,32.51,33.05,198.72,Breakout,"Failed breakout, stopped"
2026-03-31T19:39:42.000Z,META,LONG,89,642.96,657.74,1315.42,Mean Reversion,Fade gap up
2026-04-01T13:56:24.000Z,UBER,SHORT,310,77.43,78.58,-356.5,Mean Reversion,Squeezed out early
2026-04-01T14:03:44.000Z,ORCL,SHORT,107,166.32,167.25,-99.51,Breakout,
2026-04-01T14:45:51.000Z,UBER,LONG,265,76.96,76.65,-82.15,Scalp,Power-hour scalp
2026-04-01T15:35:43.000Z,GS,SHORT,42,630.85,636.08,-219.66,Scalp,Power-hour scalp
2026-04-01T15:36:42.000Z,SHOP,LONG,85,98.48,96.36,-180.2,Earnings,Earnings drift continuation
2026-04-01T15:36:54.000Z,UBER,LONG,380,77.3,78.66,516.8,Mean Reversion,
2026-04-01T15:45:27.000Z,IWM,LONG,167,243.82,241.42,-400.8,Breakout,"Failed breakout, stopped"
2026-04-01T16:29:10.000Z,MSFT,SHORT,89,475.73,477.42,-150.41,Earnings,
2026-04-01T16:41:39.000Z,ORCL,LONG,41,166.42,167.08,27.06,Mean Reversion,Oversold bounce
2026-04-01T17:28:49.000Z,SPY,LONG,17,589.03,586.95,-35.36,Mean Reversion,Oversold bounce
2026-04-01T17:57:02.000Z,JPM,LONG,48,249.83,252.97,150.72,Earnings,
2026-04-01T18:13:55.000Z,COIN,LONG,59,254.15,262.84,512.71,Earnings,
2026-04-01T18:23:15.000Z,MARA,LONG,411,22.04,21.27,-316.47,Earnings,Earnings drift continuation
2026-04-01T18:39:39.000Z,ORCL,LONG,68,165.45,164.95,-34,Earnings,
2026-04-01T18:54:51.000Z,BA,LONG,177,194.86,192.92,-343.38,Breakout,Range breakout on volume
2026-04-01T19:04:06.000Z,META,LONG,62,645.81,652.07,388.12,Earnings,Earnings beat
2026-04-01T19:37:56.000Z,GS,LONG,56,631.67,636.36,262.64,Trend Following,
2026-04-01T19:43:02.000Z,MARA,SHORT,563,22.1,22.35,-140.75,Breakout,Bull flag continuation
2026-04-01T19:48:56.000Z,META,LONG,46,643.66,634.87,-404.34,Mean Reversion,Topping pattern fade
2026-04-02T13:40:35.000Z,COIN,SHORT,107,254.84,262.27,-795.01,Trend Following,20EMA trend long
2026-04-02T13:46:59.000Z,NFLX,SHORT,73,698.62,688.82,715.4,Scalp,Power-hour scalp
2026-04-02T14:07:42.000Z,DIS,SHORT,92,102.88,103.39,-46.92,Trend Following,Tech rotation long
2026-04-02T14:12:37.000Z,AMD,LONG,133,148.67,147.06,-214.13,Trend Following,Stopped below trend line
2026-04-02T14:25:03.000Z,NVDA,LONG,148,201.58,198.09,-516.52,Scalp,Counter-trend fade scalp
2026-04-02T14:28:41.000Z,AMZN,LONG,105,213.38,211.59,-187.95,Earnings,
2026-04-02T15:05:21.000Z,BA,SHORT,77,194.95,192.42,194.81,Trend Following,Index momentum continuation
2026-04-02T15:32:56.000Z,JNJ,SHORT,141,160.6,161.63,-145.23,Trend Following,Index momentum continuation
2026-04-02T15:37:22.000Z,COIN,LONG,112,253.82,251.96,-208.32,Earnings,
2026-04-02T15:53:53.000Z,NVDA,SHORT,49,200.89,198.7,107.31,Mean Reversion,Mean reversion short at resistance
2026-04-02T16:12:33.000Z,GOOGL,SHORT,187,192.43,191.45,183.26,Scalp,Quick scalp
2026-04-02T16:38:16.000Z,MSFT,LONG,23,478.54,480.54,46,Trend Following,Stopped below trend line
2026-04-02T17:04:50.000Z,ORCL,LONG,176,165.51,167.3,315.04,Trend Following,Trend continuation
2026-04-02T17:32:53.000Z,SHOP,SHORT,279,98.53,95.96,717.03,Mean Reversion,
2026-04-02T17:35:51.000Z,IWM,LONG,72,244.51,242.63,-135.36,Breakout,
2026-04-02T17:53:21.000Z,GS,LONG,29,633.5,628.72,-138.62,Mean Reversion,Squeezed out early
2026-04-02T17:59:05.000Z,SHOP,LONG,139,98.28,96.22,-286.34,Mean Reversion,Oversold bounce
2026-04-02T17:59:28.000Z,UNH,SHORT,60,510.66,506.01,279,Breakout,Pre-market gap up clean breakout
2026-04-02T17:59:38.000Z,IWM,SHORT,39,243.38,242.38,39,Mean Reversion,Mean reversion short at resistance
2026-04-02T17:59:51.000Z,COIN,SHORT,42,254.42,257.92,-147,Trend Following,Stopped below trend line
2026-04-02T18:30:39.000Z,CRM,SHORT,155,296.17,291.04,795.15,Earnings,
2026-04-02T18:51:53.000Z,MSFT,SHORT,80,478.29,474.28,320.8,Trend Following,
2026-04-02T18:56:38.000Z,GOOGL,LONG,144,192.74,194.42,241.92,Scalp,Quick scalp
2026-04-03T13:31:52.000Z,CRM,LONG,68,297.21,293.75,-235.28,Mean Reversion,Oversold bounce
2026-04-03T14:04:35.000Z,SPY,LONG,12,591.2,587.76,-41.28,Trend Following,VWAP reclaim long
2026-04-03T15:11:45.000Z,MSFT,SHORT,27,480.21,484.52,-116.37,Breakout,Range breakout on volume
2026-04-03T15:22:05.000Z,BAC,LONG,352,47.99,47.48,-179.52,Breakout,
2026-04-03T15:35:06.000Z,JNJ,SHORT,154,161.55,162.24,-106.26,Breakout,
2026-04-03T15:58:17.000Z,ORCL,SHORT,148,167.55,168.15,-88.8,Scalp,
2026-04-03T16:16:00.000Z,IWM,SHORT,35,244.03,245.78,-61.25,Scalp,Opening drive scalp
2026-04-03T17:18:39.000Z,NVDA,LONG,71,200.95,197.89,-217.26,Trend Following,
2026-04-03T17:21:58.000Z,COIN,LONG,118,252.17,259.15,823.64,Mean Reversion,
2026-04-03T17:33:13.000Z,META,LONG,31,638.48,632.69,-179.49,Mean Reversion,
2026-04-03T17:58:45.000Z,MU,SHORT,254,116.2,113.22,756.92,Mean Reversion,Oversold bounce
2026-04-03T18:12:39.000Z,TSLA,LONG,198,311.81,319.79,1580.04,Trend Following,Index momentum continuation
2026-04-03T18:30:55.000Z,AMD,LONG,362,149.5,147.77,-626.26,Mean Reversion,VWAP reversion
2026-04-03T18:36:49.000Z,MARA,SHORT,761,21.94,22.71,-585.97,Scalp,Opening drive scalp
2026-04-03T18:39:36.000Z,INTC,LONG,549,32.66,32.14,-285.48,Trend Following,Trend continuation
2026-04-03T18:59:19.000Z,BA,LONG,175,194.64,197.53,505.75,Breakout,
2026-04-03T18:59:26.000Z,DIS,SHORT,221,103.18,101.71,324.87,Scalp,Power-hour scalp
2026-04-03T19:13:57.000Z,DIS,LONG,374,102.96,104.63,624.58,Mean Reversion,Mean reversion short at resistance
2026-04-03T19:39:07.000Z,SPY,LONG,74,589.92,592.17,166.5,Breakout,Pre-market gap up clean breakout
2026-04-06T13:36:29.000Z,NFLX,LONG,46,701.8,697.76,-185.84,Trend Following,
2026-04-06T14:09:16.000Z,AVGO,LONG,115,193.05,190.95,-241.5,Breakout,Cup & handle breakout
2026-04-06T14:16:11.000Z,JPM,SHORT,180,247,243.49,631.8,Mean Reversion,Fade gap up
2026-04-06T14:18:00.000Z,COIN,LONG,52,252.8,260.94,423.28,Mean Reversion,VWAP reversion
2026-04-06T14:38:42.000Z,ORCL,SHORT,54,166.02,167.96,-104.76,Scalp,Power-hour scalp
2026-04-06T14:41:49.000Z,JNJ,SHORT,143,161.45,160.65,114.4,Earnings,Earnings drift continuation
2026-04-06T14:51:24.000Z,SHOP,SHORT,190,98.78,96.4,452.2,Earnings,Post-earnings IV crush play
2026-04-06T15:06:03.000Z,QQQ,LONG,38,549.26,554.06,182.4,Scalp,Quick scalp
2026-04-06T15:14:53.000Z,PLTR,LONG,243,27.87,28.94,260.01,Breakout,
2026-04-06T15:16:05.000Z,MSFT,SHORT,75,474.43,472.33,157.5,Scalp,
2026-04-06T15:45:38.000Z,NFLX,LONG,25,703.15,710.34,179.75,Trend Following,
2026-04-06T15:49:00.000Z,INTC,SHORT,793,32.42,31.98,348.92,Trend Following,Trend continuation
2026-04-06T16:27:21.000Z,UBER,LONG,303,76.93,75.83,-333.3,Trend Following,
2026-04-06T16:45:18.000Z,META,SHORT,84,641.23,637.24,335.16,Trend Following,Index momentum continuation
2026-04-06T16:53:06.000Z,DIS,SHORT,228,102.09,103,-207.48,Breakout,Bull flag continuation
2026-04-06T16:57:40.000Z,AMZN,SHORT,153,214.49,216.62,-325.89,Earnings,Earnings miss reversal
2026-04-06T17:06:40.000Z,IWM,LONG,42,244.48,247.96,146.16,Trend Following,
2026-04-06T17:20:00.000Z,DIS,SHORT,315,103,104.34,-422.1,Trend Following,Tech rotation long
2026-04-06T17:40:58.000Z,XOM,LONG,371,114.37,115.59,452.62,Trend Following,Index momentum continuation
2026-04-06T17:46:37.000Z,AMD,LONG,149,148.79,151.2,359.09,Scalp,Counter-trend fade scalp
2026-04-06T18:15:31.000Z,PLTR,LONG,537,27.9,27.51,-209.43,Scalp,Quick scalp
2026-04-06T19:28:14.000Z,BAC,SHORT,324,47.87,48.06,-61.56,Scalp,Power-hour scalp
2026-04-06T19:44:36.000Z,PLTR,LONG,251,27.75,27.11,-160.64,Mean Reversion,VWAP reversion
2026-04-07T13:31:36.000Z,JPM,LONG,177,247.21,249.6,423.03,Trend Following,Trend continuation
2026-04-07T13:34:21.000Z,XOM,LONG,196,114.68,114.21,-92.12,Breakout,ATH breakout
2026-04-07T13:47:52.000Z,AVGO,SHORT,61,191.7,193.57,-114.07,Mean Reversion,VWAP reversion
2026-04-07T14:23:53.000Z,AMD,LONG,163,148.21,150.46,366.75,Trend Following,Tech rotation long
2026-04-07T14:33:00.000Z,MARA,SHORT,487,21.99,22.24,-121.75,Scalp,Quick scalp
2026-04-07T15:01:36.000Z,META,LONG,61,638.91,633.02,-359.29,Mean Reversion,
2026-04-07T15:02:39.000Z,INTC,SHORT,240,32.53,33.1,-136.8,Earnings,Earnings miss reversal
2026-04-07T15:18:12.000Z,JPM,LONG,193,247.52,249.63,407.23,Earnings,Earnings drift continuation
2026-04-07T15:35:41.000Z,MU,LONG,150,116.42,118.22,270,Earnings,Earnings drift continuation
2026-04-07T16:34:38.000Z,GS,LONG,16,629.67,638.01,133.44,Mean Reversion,Mean reversion short at resistance
2026-04-07T16:52:18.000Z,UBER,LONG,327,77.11,76.39,-235.44,Scalp,Quick scalp
2026-04-07T17:04:31.000Z,DIS,LONG,300,102.64,102.22,-126,Earnings,Earnings beat
2026-04-07T17:13:23.000Z,AVGO,LONG,44,192.62,191.7,-40.48,Mean Reversion,Mean reversion short at resistance
2026-04-07T17:33:11.000Z,CRM,LONG,123,296.7,301.04,533.82,Trend Following,Stopped below trend line
2026-04-07T18:03:40.000Z,META,LONG,81,636.37,640.65,346.68,Trend Following,
2026-04-07T18:27:29.000Z,META,SHORT,24,635.73,622.3,322.32,Trend Following,Tech rotation long
2026-04-07T18:46:59.000Z,GS,LONG,97,630.83,639.98,887.55,Breakout,Range breakout on volume
2026-04-07T19:12:26.000Z,MARA,LONG,546,22.01,22.87,469.56,Scalp,
2026-04-07T19:47:34.000Z,JPM,LONG,149,247.76,249.74,295.02,Earnings,
2026-04-08T14:10:34.000Z,META,LONG,81,631.83,637.4,451.17,Breakout,
2026-04-08T14:16:59.000Z,JPM,LONG,193,247.44,249.9,474.78,Scalp,Power-hour scalp
2026-04-08T14:19:56.000Z,UBER,LONG,152,76.67,77.88,183.92,Scalp,Opening drive scalp
2026-04-08T15:20:10.000Z,BA,LONG,85,197.7,199.97,192.95,Trend Following,20EMA trend long
2026-04-08T15:21:53.000Z,UNH,LONG,45,510.51,507.29,-144.9,Mean Reversion,Topping pattern fade
2026-04-08T15:49:02.000Z,AMD,LONG,150,147.95,151.84,583.5,Trend Following,Index momentum continuation
2026-04-08T15:58:56.000Z,SPY,LONG,95,585.69,582.93,-262.2,Breakout,Bull flag continuation
2026-04-08T16:05:29.000Z,DIS,SHORT,189,102.88,101.42,275.94,Breakout,Pre-market gap up clean breakout
2026-04-08T16:09:45.000Z,SHOP,LONG,95,98.69,100.14,137.75,Scalp,Opening drive scalp
2026-04-08T16:29:02.000Z,JPM,SHORT,55,246.59,248.48,-103.95,Breakout,
2026-04-08T16:53:01.000Z,UNH,SHORT,16,513.99,517.62,-58.08,Mean Reversion,VWAP reversion
2026-04-08T17:02:24.000Z,MU,SHORT,366,115.28,117.33,-750.3,Breakout,
2026-04-08T17:04:54.000Z,PLTR,LONG,817,27.72,27.28,-359.48,Earnings,Earnings beat
2026-04-08T17:11:26.000Z,COIN,LONG,167,251.85,256.47,771.54,Breakout,Pre-market gap up clean breakout
2026-04-08T17:16:01.000Z,XOM,LONG,383,115.37,115.82,172.35,Earnings,
2026-04-08T17:26:56.000Z,JNJ,LONG,60,162.41,162.77,21.6,Trend Following,Trend continuation
2026-04-08T17:52:40.000Z,COIN,SHORT,175,250.82,254.63,-666.75,Trend Following,Tech rotation long
2026-04-08T18:12:58.000Z,INTC,SHORT,347,32.88,32.68,69.4,Mean Reversion,VWAP reversion
2026-04-08T18:34:28.000Z,COIN,SHORT,111,252.16,255.12,-328.56,Earnings,
2026-04-08T18:49:54.000Z,CRM,SHORT,124,293.15,291.47,208.32,Mean Reversion,Topping pattern fade
2026-04-08T19:08:43.000Z,XOM,SHORT,274,115.86,115.25,167.14,Earnings,
2026-04-08T19:18:56.000Z,AMZN,LONG,69,214.91,216.05,78.66,Earnings,
2026-04-08T19:49:25.000Z,DIS,LONG,343,102.41,103.6,408.17,Breakout,Cup & handle breakout
2026-04-09T13:31:59.000Z,UNH,SHORT,83,513.68,519.84,-511.28,Scalp,
2026-04-09T13:46:08.000Z,AMZN,LONG,104,214.23,217.56,346.32,Trend Following,
2026-04-09T14:11:14.000Z,JNJ,LONG,103,162.06,163.24,121.54,Trend Following,Stopped below trend line
2026-04-09T14:23:18.000Z,XOM,LONG,319,115.18,114.8,-121.22,Mean Reversion,Fade gap up
2026-04-09T14:27:32.000Z,NVDA,LONG,90,201.04,200,-93.6,Trend Following,Trend continuation
2026-04-09T14:31:17.000Z,SPY,SHORT,63,592.85,590.67,137.34,Earnings,Post-earnings IV crush play
2026-04-09T14:38:36.000Z,SHOP,SHORT,237,98.17,99.34,-277.29,Mean Reversion,Topping pattern fade
2026-04-09T15:14:07.000Z,UNH,SHORT,20,516.61,521.78,-103.4,Scalp,Quick scalp
2026-04-09T15:47:26.000Z,SHOP,SHORT,373,98.07,97.2,324.51,Trend Following,
2026-04-09T16:00:57.000Z,MARA,LONG,856,21.97,23.14,1001.52,Earnings,
2026-04-09T16:01:47.000Z,IWM,LONG,126,244.76,243.02,-219.24,Scalp,Counter-trend fade scalp
2026-04-09T16:01:58.000Z,NVDA,LONG,55,201.86,199.17,-147.95,Trend Following,
2026-04-09T16:04:09.000Z,AAPL,LONG,81,239.57,243.03,280.26,Scalp,Counter-trend fade scalp
2026-04-09T16:05:25.000Z,META,LONG,88,630.43,644.04,1197.68,Breakout,Range breakout on volume
2026-04-09T16:14:45.000Z,PLTR,LONG,594,27.86,28.83,576.18,Earnings,Earnings miss reversal
2026-04-09T17:14:20.000Z,AMD,LONG,179,148.44,149.78,239.86,Earnings,Earnings miss reversal
2026-04-09T17:15:42.000Z,GS,SHORT,50,628.24,624.47,188.5,Scalp,Counter-trend fade scalp
2026-04-09T18:24:05.000Z,MU,SHORT,197,116.04,114.84,236.4,Mean Reversion,Squeezed out early
2026-04-09T18:24:18.000Z,DIS,LONG,222,102.87,103.82,210.9,Trend Following,
2026-04-09T19:05:26.000Z,NVDA,SHORT,75,201.88,204.14,-169.5,Mean Reversion,Topping pattern fade
2026-04-10T13:41:48.000Z,COIN,SHORT,95,250.42,256.96,-621.3,Breakout,
2026-04-10T13:46:29.000Z,INTC,LONG,465,32.61,33.26,302.25,Scalp,Power-hour scalp
2026-04-10T13:50:43.000Z,ORCL,LONG,56,166.61,165.51,-61.6,Earnings,Earnings drift continuation
2026-04-10T14:35:23.000Z,JPM,LONG,93,246.43,247.53,102.3,Breakout,"Failed breakout, stopped"
2026-04-10T15:08:53.000Z,PLTR,SHORT,460,27.85,27.51,156.4,Earnings,Earnings miss reversal
2026-04-10T15:22:20.000Z,PLTR,SHORT,970,28.03,28.68,-630.5,Scalp,Quick scalp
2026-04-10T15:48:45.000Z,UNH,SHORT,77,514.78,511.38,261.8,Trend Following,Tech rotation long
2026-04-10T15:51:58.000Z,SHOP,LONG,292,97.7,97.1,-175.2,Scalp,Opening drive scalp
2026-04-10T16:06:09.000Z,JNJ,SHORT,98,160.09,160.72,-61.74,Trend Following,Index momentum continuation
2026-04-10T16:37:31.000Z,SPY,LONG,71,588.97,592.94,281.87,Earnings,
2026-04-10T16:55:45.000Z,BA,LONG,41,198.22,201.44,132.02,Earnings,
2026-04-10T17:04:29.000Z,SPY,LONG,93,591.09,594.07,277.14,Mean Reversion,VWAP reversion
2026-04-10T17:33:44.000Z,JPM,LONG,52,245.8,244.39,-73.32,Scalp,Power-hour scalp
2026-04-10T17:42:29.000Z,JNJ,SHORT,128,160.92,160.54,48.64,Trend Following,
2026-04-10T17:49:55.000Z,DIS,LONG,264,101.78,102.52,195.36,Mean Reversion,Squeezed out early
2026-04-10T17:50:09.000Z,UNH,LONG,15,514.67,519.33,69.9,Mean Reversion,
2026-04-10T18:00:37.000Z,AMZN,SHORT,161,213.36,212.15,194.81,Trend Following,VWAP reclaim long
2026-04-10T18:04:59.000Z,GOOGL,SHORT,91,192.57,193.64,-97.37,Trend Following,Tech rotation long
2026-04-10T18:21:33.000Z,UBER,SHORT,192,76.77,75.87,172.8,Mean Reversion,Fade gap up
2026-04-10T19:37:53.000Z,GOOGL,LONG,144,190.85,188.75,-302.4,Earnings,Post-earnings IV crush play
2026-04-13T13:32:51.000Z,ORCL,SHORT,75,166.2,166.96,-57,Breakout,Pre-market gap up clean breakout
2026-04-13T13:50:35.000Z,AAPL,SHORT,104,239.08,240.13,-109.2,Trend Following,Tech rotation long
2026-04-13T14:33:41.000Z,BA,LONG,40,199.89,197.42,-98.8,Earnings,Earnings beat
2026-04-13T14:40:02.000Z,DIS,LONG,345,102.72,102.05,-231.15,Breakout,Pre-market gap up clean breakout
2026-04-13T14:43:28.000Z,UNH,LONG,15,514.5,517.07,38.55,Trend Following,
